SiteID,Exp Unit ID,Treatment ID,Crop,Grain C kgC/ha,Above G Biomass kg/ha,Year,Tillage Descriptor,Cover Crop,Residue Removal,MAP mm,MAT degC,Total N Amount kgN/ha,Sand %,Clay %,Upper cm,Lower cm,Organic C gC/kg,pH,GS_P,GS_T
NEMERREM,NEMERREM_213W,NEMERREM_CCN2N,Zea mays (Corn),3047.322537,11899.6,2006,No Till,None,No,765,10.5,60,14.86799091,NA,0,5,NA,6.15,470.916,19.74841787
NEMERREM,NEMERREM_213E,NEMERREM_CCN2A,Zea mays (Corn),1468.959507,7935.6,2006,No Till,None,Partial,765,10.5,60,12.58547248,NA,0,5,NA,5.64,470.916,19.74841787
NEMERREM,NEMERREM_331W,NEMERREM_CCN4N,Zea mays (Corn),2987.063949,13383.2,2006,No Till,None,No,765,10.5,180,11.55888389,NA,0,5,NA,5.58,470.916,19.74841787
NEMERREM,NEMERREM_331E,NEMERREM_CCN4A,Zea mays (Corn),2797.012188,12547.8,2006,No Till,None,Partial,765,10.5,180,11.7832814,NA,0,5,NA,5.55,470.916,19.74841787
NEMERREM,NEMERREM_332W,NEMERREM_CCN3N,Zea mays (Corn),3044.767496,14560.3,2006,No Till,None,No,765,10.5,120,15.74522425,NA,0,5,NA,5.62,470.916,19.74841787
NEMERREM,NEMERREM_332E,NEMERREM_CCN3A,Zea mays (Corn),1910.478851,12117,2006,No Till,None,Partial,765,10.5,120,13.26683807,NA,0,5,NA,4.99,470.916,19.74841787
NEMERREM,NEMERREM_333W,NEMERREM_CCN2N,Zea mays (Corn),1691.28594,9111.3,2006,No Till,None,No,765,10.5,60,6.613570833,NA,0,5,NA,5.61,470.916,19.74841787
NEMERREM,NEMERREM_333E,NEMERREM_CCN2A,Zea mays (Corn),2235.302059,11586.4,2006,No Till,None,Partial,765,10.5,60,7.428740759,NA,0,5,NA,5.74,470.916,19.74841787
NEMERREM,NEMERREM_131W,NEMERREM_CCN2A,Zea mays (Corn),1193.688994,6254.18,2007,No Till,None,Partial,765,10.5,60,21.99270564,NA,0,5,NA,6.9,714.756,20.95492905
NEMERREM,NEMERREM_131E,NEMERREM_CCN2N,Zea mays (Corn),1149.342632,5656.0885,2007,No Till,None,No,765,10.5,60,7.80957127,NA,0,5,NA,6.16,714.756,20.95492905
NEMERREM,NEMERREM_132W,NEMERREM_CCN3A,Zea mays (Corn),2640.232805,12367.241,2007,No Till,None,Partial,765,10.5,120,6.041580468,NA,0,5,NA,5.59,714.756,20.95492905
NEMERREM,NEMERREM_132E,NEMERREM_CCN3N,Zea mays (Corn),2590.786291,11598.9565,2007,No Till,None,No,765,10.5,120,14.06303362,NA,0,5,NA,5.99,714.756,20.95492905
NEMERREM,NEMERREM_133W,NEMERREM_CCN4A,Zea mays (Corn),1694.496238,8634.3885,2007,No Till,None,Partial,765,10.5,180,11.8054908,NA,0,5,NA,5.5,714.756,20.95492905
NEMERREM,NEMERREM_133E,NEMERREM_CCN4N,Zea mays (Corn),2349.582736,10218.1195,2007,No Till,None,No,765,10.5,180,12.4602434,NA,0,5,NA,5.08,714.756,20.95492905
NEMERREM,NEMERREM_211W,NEMERREM_CCN4N,Zea mays (Corn),2093.611777,10013.2105,2007,No Till,None,No,765,10.5,180,7.120868436,NA,0,5,NA,5.03,714.756,20.95492905
NEMERREM,NEMERREM_211E,NEMERREM_CCN4A,Zea mays (Corn),2391.145104,11856.7605,2007,No Till,None,Partial,765,10.5,180,5.849859168,NA,0,5,NA,5.78,714.756,20.95492905
NEMERREM,NEMERREM_212W,NEMERREM_CCN3A,Zea mays (Corn),2530.293681,11977.019,2007,No Till,None,Partial,765,10.5,120,20.08114228,NA,0,5,NA,5.57,714.756,20.95492905
NEMERREM,NEMERREM_212E,NEMERREM_CCN3N,Zea mays (Corn),1943.951496,10182.449,2007,No Till,None,No,765,10.5,120,8.519364276,NA,0,5,NA,5.2,714.756,20.95492905
NEMERREM,NEMERREM_213W,NEMERREM_CCN2N,Zea mays (Corn),1640.875697,7967.3745,2007,No Till,None,No,765,10.5,60,14.86799091,NA,0,5,NA,6.15,714.756,20.95492905
NEMERREM,NEMERREM_213E,NEMERREM_CCN2A,Zea mays (Corn),1921.349283,8754.159,2007,No Till,None,Partial,765,10.5,60,12.58547248,NA,0,5,NA,5.64,714.756,20.95492905
NEMERREM,NEMERREM_331W,NEMERREM_CCN4N,Zea mays (Corn),2836.981815,13831.7705,2007,No Till,None,No,765,10.5,180,11.55888389,NA,0,5,NA,5.58,714.756,20.95492905
NEMERREM,NEMERREM_331E,NEMERREM_CCN4A,Zea mays (Corn),3659.65698,15571.515,2007,No Till,None,Partial,765,10.5,180,11.7832814,NA,0,5,NA,5.55,714.756,20.95492905
NEMERREM,NEMERREM_332W,NEMERREM_CCN3N,Zea mays (Corn),3593.469618,15587.9095,2007,No Till,None,No,765,10.5,120,15.74522425,NA,0,5,NA,5.62,714.756,20.95492905
NEMERREM,NEMERREM_332E,NEMERREM_CCN3A,Zea mays (Corn),3477.306789,16573.0905,2007,No Till,None,Partial,765,10.5,120,13.26683807,NA,0,5,NA,4.99,714.756,20.95492905
NEMERREM,NEMERREM_333W,NEMERREM_CCN2N,Zea mays (Corn),2402.864597,12750.9125,2007,No Till,None,No,765,10.5,60,6.613570833,NA,0,5,NA,5.61,714.756,20.95492905
NEMERREM,NEMERREM_333E,NEMERREM_CCN2A,Zea mays (Corn),2362.537341,12048.7785,2007,No Till,None,Partial,765,10.5,60,7.428740759,NA,0,5,NA,5.74,714.756,20.95492905
NEMERREM,NEMERREM_131W,NEMERREM_CCN2A,Zea mays (Corn),868.462272,6801.27,2008,No Till,None,Partial,765,10.5,60,21.99270564,NA,0,5,NA,6.9,757.682,19.20431008
NEMERREM,NEMERREM_131E,NEMERREM_CCN2N,Zea mays (Corn),1060.555774,6882.81,2008,No Till,None,No,765,10.5,60,7.80957127,NA,0,5,NA,6.16,757.682,19.20431008
NEMERREM,NEMERREM_132W,NEMERREM_CCN3A,Zea mays (Corn),3117.613462,13248.85,2008,No Till,None,Partial,765,10.5,120,6.041580468,NA,0,5,NA,5.59,757.682,19.20431008
NEMERREM,NEMERREM_132E,NEMERREM_CCN3N,Zea mays (Corn),2612.09982,11550.2,2008,No Till,None,No,765,10.5,120,14.06303362,NA,0,5,NA,5.99,757.682,19.20431008
NEMERREM,NEMERREM_133W,NEMERREM_CCN4A,Zea mays (Corn),1828.5867,10144.48,2008,No Till,None,Partial,765,10.5,180,11.8054908,NA,0,5,NA,5.5,757.682,19.20431008
NEMERREM,NEMERREM_133E,NEMERREM_CCN4N,Zea mays (Corn),1964.247048,9313.76,2008,No Till,None,No,765,10.5,180,12.4602434,NA,0,5,NA,5.08,757.682,19.20431008
NEMERREM,NEMERREM_211W,NEMERREM_CCN4N,Zea mays (Corn),2418.813632,11074.06,2008,No Till,None,No,765,10.5,180,7.120868436,NA,0,5,NA,5.03,757.682,19.20431008
NEMERREM,NEMERREM_211E,NEMERREM_CCN4A,Zea mays (Corn),3132.594112,14752.96,2008,No Till,None,Partial,765,10.5,180,5.849859168,NA,0,5,NA,5.78,757.682,19.20431008
NEMERREM,NEMERREM_212W,NEMERREM_CCN3A,Zea mays (Corn),2175.594007,8955.26,2008,No Till,None,Partial,765,10.5,120,20.08114228,NA,0,5,NA,5.57,757.682,19.20431008
NEMERREM,NEMERREM_212E,NEMERREM_CCN3N,Zea mays (Corn),1691.3018,8582.18,2008,No Till,None,No,765,10.5,120,8.519364276,NA,0,5,NA,5.2,757.682,19.20431008
NEMERREM,NEMERREM_213W,NEMERREM_CCN2N,Zea mays (Corn),1021.38632,6774.66,2008,No Till,None,No,765,10.5,60,14.86799091,NA,0,5,NA,6.15,757.682,19.20431008
NEMERREM,NEMERREM_213E,NEMERREM_CCN2A,Zea mays (Corn),832.897653,7394.69,2008,No Till,None,Partial,765,10.5,60,12.58547248,NA,0,5,NA,5.64,757.682,19.20431008
NEMERREM,NEMERREM_331W,NEMERREM_CCN4N,Zea mays (Corn),3481.297154,15824.67,2008,No Till,None,No,765,10.5,180,11.55888389,NA,0,5,NA,5.58,757.682,19.20431008
NEMERREM,NEMERREM_331E,NEMERREM_CCN4A,Zea mays (Corn),2636.100585,12541.08,2008,No Till,None,Partial,765,10.5,180,11.7832814,NA,0,5,NA,5.55,757.682,19.20431008
NEMERREM,NEMERREM_332W,NEMERREM_CCN3N,Zea mays (Corn),3155.48229,14106.29,2008,No Till,None,No,765,10.5,120,15.74522425,NA,0,5,NA,5.62,757.682,19.20431008
NEMERREM,NEMERREM_332E,NEMERREM_CCN3A,Zea mays (Corn),2860.016377,13285.68,2008,No Till,None,Partial,765,10.5,120,13.26683807,NA,0,5,NA,4.99,757.682,19.20431008
NEMERREM,NEMERREM_333W,NEMERREM_CCN2N,Zea mays (Corn),2159.239563,10583.91,2008,No Till,None,No,765,10.5,60,6.613570833,NA,0,5,NA,5.61,757.682,19.20431008
NEMERREM,NEMERREM_333E,NEMERREM_CCN2A,Zea mays (Corn),1898.67327,10294.29,2008,No Till,None,Partial,765,10.5,60,7.428740759,NA,0,5,NA,5.74,757.682,19.20431008
NEMERREM,NEMERREM_131W,NEMERREM_CCN2A,Zea mays (Corn),2089.451875,9250.7,2009,No Till,None,Partial,765,10.5,60,21.99270564,NA,0,5,NA,6.9,505.968,18.11327295
NEMERREM,NEMERREM_131E,NEMERREM_CCN2N,Zea mays (Corn),2182.179476,10944.37,2009,No Till,None,No,765,10.5,60,7.80957127,NA,0,5,NA,6.16,505.968,18.11327295
NEMERREM,NEMERREM_132W,NEMERREM_CCN3A,Zea mays (Corn),4067.635645,17604.4,2009,No Till,None,Partial,765,10.5,120,6.041580468,NA,0,5,NA,5.59,505.968,18.11327295
NEMERREM,NEMERREM_132E,NEMERREM_CCN3N,Zea mays (Corn),3753.560016,13910.39,2009,No Till,None,No,765,10.5,120,14.06303362,NA,0,5,NA,5.99,505.968,18.11327295
NEMERREM,NEMERREM_133W,NEMERREM_CCN4A,Zea mays (Corn),1353.147572,7083.03,2009,No Till,None,Partial,765,10.5,180,11.8054908,NA,0,5,NA,5.5,505.968,18.11327295
NEMERREM,NEMERREM_133E,NEMERREM_CCN4N,Zea mays (Corn),1457.651778,9925.35,2009,No Till,None,No,765,10.5,180,12.4602434,NA,0,5,NA,5.08,505.968,18.11327295
NEMERREM,NEMERREM_211W,NEMERREM_CCN4N,Zea mays (Corn),3788.707286,16267.19,2009,No Till,None,No,765,10.5,180,7.120868436,NA,0,5,NA,5.03,505.968,18.11327295
NEMERREM,NEMERREM_211E,NEMERREM_CCN4A,Zea mays (Corn),3800.270822,14807.38,2009,No Till,None,Partial,765,10.5,180,5.849859168,NA,0,5,NA,5.78,505.968,18.11327295
NEMERREM,NEMERREM_212W,NEMERREM_CCN3A,Zea mays (Corn),2024.369312,8825.06,2009,No Till,None,Partial,765,10.5,120,20.08114228,NA,0,5,NA,5.57,505.968,18.11327295
NEMERREM,NEMERREM_212E,NEMERREM_CCN3N,Zea mays (Corn),2364.574336,10534.48,2009,No Till,None,No,765,10.5,120,8.519364276,NA,0,5,NA,5.2,505.968,18.11327295
NEMERREM,NEMERREM_213W,NEMERREM_CCN2N,Zea mays (Corn),2107.043973,9178.72,2009,No Till,None,No,765,10.5,60,14.86799091,NA,0,5,NA,6.15,505.968,18.11327295
NEMERREM,NEMERREM_213E,NEMERREM_CCN2A,Zea mays (Corn),1601.424216,8794.16,2009,No Till,None,Partial,765,10.5,60,12.58547248,NA,0,5,NA,5.64,505.968,18.11327295
NEMERREM,NEMERREM_331W,NEMERREM_CCN4N,Zea mays (Corn),2990.575836,13322.53,2009,No Till,None,No,765,10.5,180,11.55888389,NA,0,5,NA,5.58,505.968,18.11327295
NEMERREM,NEMERREM_331E,NEMERREM_CCN4A,Zea mays (Corn),3958.340034,16275.09,2009,No Till,None,Partial,765,10.5,180,11.7832814,NA,0,5,NA,5.55,505.968,18.11327295
NEMERREM,NEMERREM_332W,NEMERREM_CCN3N,Zea mays (Corn),3479.630054,16370.4,2009,No Till,None,No,765,10.5,120,15.74522425,NA,0,5,NA,5.62,505.968,18.11327295
NEMERREM,NEMERREM_332E,NEMERREM_CCN3A,Zea mays (Corn),4393.26778,18583.59,2009,No Till,None,Partial,765,10.5,120,13.26683807,NA,0,5,NA,4.99,505.968,18.11327295
NEMERREM,NEMERREM_333W,NEMERREM_CCN2N,Zea mays (Corn),3489.975726,16358.29,2009,No Till,None,No,765,10.5,60,6.613570833,NA,0,5,NA,5.61,505.968,18.11327295
NEMERREM,NEMERREM_333E,NEMERREM_CCN2A,Zea mays (Corn),3277.161072,15359.76,2009,No Till,None,Partial,765,10.5,60,7.428740759,NA,0,5,NA,5.74,505.968,18.11327295
NEMERREM,NEMERREM_131W,NEMERREM_CCN2A,Zea mays (Corn),2284.13052,9883.83,2010,No Till,None,Partial,765,10.5,60,21.99270564,NA,0,5,NA,6.9,742.442,20.05319746
NEMERREM,NEMERREM_131E,NEMERREM_CCN2N,Zea mays (Corn),1442.580777,8702.26,2010,No Till,None,No,765,10.5,60,7.80957127,NA,0,5,NA,6.16,742.442,20.05319746
NEMERREM,NEMERREM_132W,NEMERREM_CCN3A,Zea mays (Corn),3659.994229,15569.78,2010,No Till,None,Partial,765,10.5,120,6.041580468,NA,0,5,NA,5.59,742.442,20.05319746
NEMERREM,NEMERREM_132E,NEMERREM_CCN3N,Zea mays (Corn),2338.852052,10984.71,2010,No Till,None,No,765,10.5,120,14.06303362,NA,0,5,NA,5.99,742.442,20.05319746
NEMERREM,NEMERREM_133W,NEMERREM_CCN4A,Zea mays (Corn),1391.55408,6954.7,2010,No Till,None,Partial,765,10.5,180,11.8054908,NA,0,5,NA,5.5,742.442,20.05319746
NEMERREM,NEMERREM_133E,NEMERREM_CCN4N,Zea mays (Corn),1863.60908,9740.06,2010,No Till,None,No,765,10.5,180,12.4602434,NA,0,5,NA,5.08,742.442,20.05319746
NEMERREM,NEMERREM_211W,NEMERREM_CCN4N,Zea mays (Corn),1875.344445,9232.02,2010,No Till,None,No,765,10.5,180,7.120868436,NA,0,5,NA,5.03,742.442,20.05319746
NEMERREM,NEMERREM_211E,NEMERREM_CCN4A,Zea mays (Corn),2889.418202,12686.92,2010,No Till,None,Partial,765,10.5,180,5.849859168,NA,0,5,NA,5.78,742.442,20.05319746
NEMERREM,NEMERREM_212W,NEMERREM_CCN3A,Zea mays (Corn),2528.519931,10979.15,2010,No Till,None,Partial,765,10.5,120,20.08114228,NA,0,5,NA,5.57,742.442,20.05319746
NEMERREM,NEMERREM_212E,NEMERREM_CCN3N,Zea mays (Corn),2147.337765,10140.47,2010,No Till,None,No,765,10.5,120,8.519364276,NA,0,5,NA,5.2,742.442,20.05319746
NEMERREM,NEMERREM_213W,NEMERREM_CCN2N,Zea mays (Corn),1405.97248,10554.53,2010,No Till,None,No,765,10.5,60,14.86799091,NA,0,5,NA,6.15,742.442,20.05319746
NEMERREM,NEMERREM_213E,NEMERREM_CCN2A,Zea mays (Corn),1413.099625,7133.98,2010,No Till,None,Partial,765,10.5,60,12.58547248,NA,0,5,NA,5.64,742.442,20.05319746
NEMERREM,NEMERREM_331W,NEMERREM_CCN4N,Zea mays (Corn),3265.99296,11161,2010,No Till,None,No,765,10.5,180,11.55888389,NA,0,5,NA,5.58,742.442,20.05319746
NEMERREM,NEMERREM_331E,NEMERREM_CCN4A,Zea mays (Corn),3396.491875,15325.26,2010,No Till,None,Partial,765,10.5,180,11.7832814,NA,0,5,NA,5.55,742.442,20.05319746
NEMERREM,NEMERREM_332W,NEMERREM_CCN3N,Zea mays (Corn),3023.07372,14636.39,2010,No Till,None,No,765,10.5,120,15.74522425,NA,0,5,NA,5.62,742.442,20.05319746
NEMERREM,NEMERREM_332E,NEMERREM_CCN3A,Zea mays (Corn),3056.973272,14361.84,2010,No Till,None,Partial,765,10.5,120,13.26683807,NA,0,5,NA,4.99,742.442,20.05319746
NEMERREM,NEMERREM_333W,NEMERREM_CCN2N,Zea mays (Corn),2732.97474,12714.65,2010,No Till,None,No,765,10.5,60,6.613570833,NA,0,5,NA,5.61,742.442,20.05319746
NEMERREM,NEMERREM_333E,NEMERREM_CCN2A,Zea mays (Corn),2979.505123,13081.24,2010,No Till,None,Partial,765,10.5,60,7.428740759,NA,0,5,NA,5.74,742.442,20.05319746
NEMERREM,NEMERREM_131W,NEMERREM_CCN2A,Zea mays (Corn),1558.878104,7886.34,2011,No Till,None,Partial,765,10.5,60,21.99270564,NA,0,5,NA,6.9,539.242,19.42616244
NEMERREM,NEMERREM_131E,NEMERREM_CCN2N,Zea mays (Corn),1260.569808,6772.02,2011,No Till,None,No,765,10.5,60,7.80957127,NA,0,5,NA,6.16,539.242,19.42616244
NEMERREM,NEMERREM_132W,NEMERREM_CCN3A,Zea mays (Corn),4441.63291,16280.82,2011,No Till,None,Partial,765,10.5,120,6.041580468,NA,0,5,NA,5.59,539.242,19.42616244
NEMERREM,NEMERREM_132E,NEMERREM_CCN3N,Zea mays (Corn),3496.735275,14696.14,2011,No Till,None,No,765,10.5,120,14.06303362,NA,0,5,NA,5.99,539.242,19.42616244
NEMERREM,NEMERREM_133W,NEMERREM_CCN4A,Zea mays (Corn),1299.37656,6993.98,2011,No Till,None,Partial,765,10.5,180,11.8054908,NA,0,5,NA,5.5,539.242,19.42616244
NEMERREM,NEMERREM_133E,NEMERREM_CCN4N,Zea mays (Corn),1118.307168,6167.87,2011,No Till,None,No,765,10.5,180,12.4602434,NA,0,5,NA,5.08,539.242,19.42616244
NEMERREM,NEMERREM_211W,NEMERREM_CCN4N,Zea mays (Corn),2714.3064,12699.09,2011,No Till,None,No,765,10.5,180,7.120868436,NA,0,5,NA,5.03,539.242,19.42616244
NEMERREM,NEMERREM_211E,NEMERREM_CCN4A,Zea mays (Corn),2234.76192,10555.18,2011,No Till,None,Partial,765,10.5,180,5.849859168,NA,0,5,NA,5.78,539.242,19.42616244
NEMERREM,NEMERREM_212W,NEMERREM_CCN3A,Zea mays (Corn),2841.379491,11792.12,2011,No Till,None,Partial,765,10.5,120,20.08114228,NA,0,5,NA,5.57,539.242,19.42616244
NEMERREM,NEMERREM_212E,NEMERREM_CCN3N,Zea mays (Corn),1874.61966,9210.91,2011,No Till,None,No,765,10.5,120,8.519364276,NA,0,5,NA,5.2,539.242,19.42616244
NEMERREM,NEMERREM_213W,NEMERREM_CCN2N,Zea mays (Corn),1474.172344,7573.93,2011,No Till,None,No,765,10.5,60,14.86799091,NA,0,5,NA,6.15,539.242,19.42616244
NEMERREM,NEMERREM_213E,NEMERREM_CCN2A,Zea mays (Corn),2218.04793,9233,2011,No Till,None,Partial,765,10.5,60,12.58547248,NA,0,5,NA,5.64,539.242,19.42616244
NEMERREM,NEMERREM_331W,NEMERREM_CCN4N,Zea mays (Corn),2975.99344,13380.05,2011,No Till,None,No,765,10.5,180,11.55888389,NA,0,5,NA,5.58,539.242,19.42616244
NEMERREM,NEMERREM_331E,NEMERREM_CCN4A,Zea mays (Corn),3485.208712,13531.12,2011,No Till,None,Partial,765,10.5,180,11.7832814,NA,0,5,NA,5.55,539.242,19.42616244
NEMERREM,NEMERREM_332W,NEMERREM_CCN3N,Zea mays (Corn),3288.929038,14096.64,2011,No Till,None,No,765,10.5,120,15.74522425,NA,0,5,NA,5.62,539.242,19.42616244
NEMERREM,NEMERREM_332E,NEMERREM_CCN3A,Zea mays (Corn),3426.939198,15116.66,2011,No Till,None,Partial,765,10.5,120,13.26683807,NA,0,5,NA,4.99,539.242,19.42616244
NEMERREM,NEMERREM_333W,NEMERREM_CCN2N,Zea mays (Corn),2263.37235,10684.15,2011,No Till,None,No,765,10.5,60,6.613570833,NA,0,5,NA,5.61,539.242,19.42616244
NEMERREM,NEMERREM_333E,NEMERREM_CCN2A,Zea mays (Corn),3486.775712,14113.66,2011,No Till,None,Partial,765,10.5,60,7.428740759,NA,0,5,NA,5.74,539.242,19.42616244
NEMLTCRS,NEMLTCRS_102N,NEMLTCRS_ROT42,Zea mays (Corn),2691.77,14107.6,1990,Conventional Till,None,No,74,11,179.996,NA,NA,0,7.5,NA,6.23,NA,NA
NEMLTCRS,NEMLTCRS_102M,NEMLTCRS_ROT40,Zea mays (Corn),1659.82,9753.41,1990,Conventional Till,None,No,74,11,0,NA,NA,0,7.5,NA,6.97,NA,NA
NEMLTCRS,NEMLTCRS_102S,NEMLTCRS_ROT41,Zea mays (Corn),2065.54,15052.07,1990,Conventional Till,None,No,74,11,89.998,NA,NA,0,7.5,NA,6.66,NA,NA
NEMLTCRS,NEMLTCRS_103N,NEMLTCRS_ROT70,Glycine max (Soybean),1079.99,4713.5,1990,Conventional Till,None,No,74,11,0,NA,NA,0,7.5,NA,6.49,NA,NA
NEMLTCRS,NEMLTCRS_103M,NEMLTCRS_ROT72,Glycine max (Soybean),1354.17,5698.16,1990,Conventional Till,None,No,74,11,67.184,NA,NA,0,7.5,NA,5.47,NA,NA
NEMLTCRS,NEMLTCRS_103S,NEMLTCRS_ROT71,Glycine max (Soybean),1105.14,5044.58,1990,Conventional Till,None,No,74,11,33.592,NA,NA,0,7.5,NA,6.3,NA,NA
NEMLTCRS,NEMLTCRS_104N,NEMLTCRS_ROT71,Zea mays (Corn),3459.98,16495.15,1990,Conventional Till,None,No,74,11,0,NA,NA,0,7.5,NA,6.2,NA,NA
NEMLTCRS,NEMLTCRS_104M,NEMLTCRS_ROT72,Zea mays (Corn),2639.48,14899,1990,Conventional Till,None,No,74,11,179.996,NA,NA,0,7.5,NA,5.98,NA,NA
NEMLTCRS,NEMLTCRS_104S,NEMLTCRS_ROT70,Zea mays (Corn),1354.85,9302.13,1990,Conventional Till,None,No,74,11,89.998,NA,NA,0,7.5,NA,6.79,NA,NA
NEMLTCRS,NEMLTCRS_107N,NEMLTCRS_ROT20,Glycine max (Soybean),766.39,4772.76,1990,Conventional Till,None,No,74,11,0,NA,NA,0,7.5,NA,6.51,NA,NA
NEMLTCRS,NEMLTCRS_107M,NEMLTCRS_ROT22,Glycine max (Soybean),820.62,4706.17,1990,Conventional Till,None,No,74,11,67.184,NA,NA,0,7.5,NA,6.31,NA,NA
NEMLTCRS,NEMLTCRS_107S,NEMLTCRS_ROT21,Glycine max (Soybean),809.57,4184.22,1990,Conventional Till,None,No,74,11,33.592,NA,NA,0,7.5,NA,6.46,NA,NA
NEMLTCRS,NEMLTCRS_108N,NEMLTCRS_ROT41,Glycine max (Soybean),899.38,4775,1990,Conventional Till,None,No,74,11,33.592,NA,NA,0,7.5,NA,6.04,NA,NA
NEMLTCRS,NEMLTCRS_108M,NEMLTCRS_ROT40,Glycine max (Soybean),1041.53,4666.02,1990,Conventional Till,None,No,74,11,0,NA,NA,0,7.5,NA,6.6,NA,NA
NEMLTCRS,NEMLTCRS_108S,NEMLTCRS_ROT42,Glycine max (Soybean),1030.15,4759.14,1990,Conventional Till,None,No,74,11,67.184,NA,NA,0,7.5,NA,5.62,NA,NA
NEMLTCRS,NEMLTCRS_109N,NEMLTCRS_ROT62,Zea mays (Corn),3298.99,17287.48,1990,Conventional Till,None,No,74,11,179.996,NA,NA,0,7.5,NA,5.52,NA,NA
NEMLTCRS,NEMLTCRS_109M,NEMLTCRS_ROT61,Zea mays (Corn),2744.96,14188.55,1990,Conventional Till,None,No,74,11,89.998,NA,NA,0,7.5,NA,6.41,NA,NA
NEMLTCRS,NEMLTCRS_109S,NEMLTCRS_ROT60,Zea mays (Corn),1767.13,11272.33,1990,Conventional Till,None,No,74,11,0,NA,NA,0,7.5,NA,6.83,NA,NA
NEMLTCRS,NEMLTCRS_113N,NEMLTCRS_ROT62,Glycine max (Soybean),1167.19,5301.17,1990,Conventional Till,None,No,74,11,67.184,NA,NA,0,7.5,NA,5.34,NA,NA
NEMLTCRS,NEMLTCRS_113M,NEMLTCRS_ROT60,Glycine max (Soybean),1199.01,4958.54,1990,Conventional Till,None,No,74,11,0,NA,NA,0,7.5,NA,6.99,NA,NA
NEMLTCRS,NEMLTCRS_113S,NEMLTCRS_ROT61,Glycine max (Soybean),1292.02,5526.38,1990,Conventional Till,None,No,74,11,33.592,NA,NA,0,7.5,NA,6.55,NA,NA
NEMLTCRS,NEMLTCRS_114N,NEMLTCRS_ROT52,Glycine max (Soybean),1232.29,5421.96,1990,Conventional Till,None,No,74,11,67.184,NA,NA,0,7.5,NA,5.87,NA,NA
NEMLTCRS,NEMLTCRS_114M,NEMLTCRS_ROT51,Glycine max (Soybean),1079.32,4820.88,1990,Conventional Till,None,No,74,11,33.592,NA,NA,0,7.5,NA,6.98,NA,NA
NEMLTCRS,NEMLTCRS_114S,NEMLTCRS_ROT50,Glycine max (Soybean),921.03,4103.92,1990,Conventional Till,None,No,74,11,0,NA,NA,0,7.5,NA,7.32,NA,NA
NEMLTCRS,NEMLTCRS_115N,NEMLTCRS_ROT12,Zea mays (Corn),2072.52,13909.96,1990,Conventional Till,None,No,74,11,179.996,NA,NA,0,7.5,NA,4.72,NA,NA
NEMLTCRS,NEMLTCRS_115M,NEMLTCRS_ROT11,Zea mays (Corn),2533.3,14243.01,1990,Conventional Till,None,No,74,11,0,NA,NA,0,7.5,NA,6.11,NA,NA
NEMLTCRS,NEMLTCRS_115S,NEMLTCRS_ROT10,Zea mays (Corn),1659.28,9384.34,1990,Conventional Till,None,No,74,11,89.998,NA,NA,0,7.5,NA,6.91,NA,NA
NEMLTCRS,NEMLTCRS_201N,NEMLTCRS_ROT40,Glycine max (Soybean),1267.8,5616.8,1990,Conventional Till,None,No,74,11,0,NA,NA,0,7.5,NA,7.35,NA,NA
NEMLTCRS,NEMLTCRS_201M,NEMLTCRS_ROT41,Glycine max (Soybean),933.63,4729.11,1990,Conventional Till,None,No,74,11,33.592,NA,NA,0,7.5,NA,6.87,NA,NA
NEMLTCRS,NEMLTCRS_201S,NEMLTCRS_ROT42,Glycine max (Soybean),1046.67,5077.77,1990,Conventional Till,None,No,74,11,67.184,NA,NA,0,7.5,NA,6.06,NA,NA
NEMLTCRS,NEMLTCRS_202N,NEMLTCRS_ROT62,Zea mays (Corn),2006.36,13709.27,1990,Conventional Till,None,No,74,11,179.996,NA,NA,0,7.5,NA,6.6,NA,NA
NEMLTCRS,NEMLTCRS_202M,NEMLTCRS_ROT61,Zea mays (Corn),2977.81,16732.28,1990,Conventional Till,None,No,74,11,89.998,NA,NA,0,7.5,NA,6.85,NA,NA
NEMLTCRS,NEMLTCRS_202S,NEMLTCRS_ROT60,Zea mays (Corn),1948.17,11095.8,1990,Conventional Till,None,No,74,11,0,NA,NA,0,7.5,NA,7.2,NA,NA
NEMLTCRS,NEMLTCRS_206N,NEMLTCRS_ROT61,Glycine max (Soybean),1118.36,4878.24,1990,Conventional Till,None,No,74,11,33.592,NA,NA,0,7.5,NA,6.47,NA,NA
NEMLTCRS,NEMLTCRS_206M,NEMLTCRS_ROT60,Glycine max (Soybean),1047.43,4757.79,1990,Conventional Till,None,No,74,11,0,NA,NA,0,7.5,NA,6.97,NA,NA
NEMLTCRS,NEMLTCRS_206S,NEMLTCRS_ROT62,Glycine max (Soybean),1090.66,4505.42,1990,Conventional Till,None,No,74,11,67.184,NA,NA,0,7.5,NA,5.5,NA,NA
NEMLTCRS,NEMLTCRS_207N,NEMLTCRS_ROT50,Glycine max (Soybean),1126.77,4849.56,1990,Conventional Till,None,No,74,11,0,NA,NA,0,7.5,NA,6.89,NA,NA
NEMLTCRS,NEMLTCRS_207M,NEMLTCRS_ROT51,Glycine max (Soybean),1103.65,4866.77,1990,Conventional Till,None,No,74,11,33.592,NA,NA,0,7.5,NA,6.42,NA,NA
